Name;ISIN;Symbol;Market;Trading Currency;Open;High;Low;Last;Last Date/Time;Time Zone;Volume;Turnover
PROSUS;NL0013654783;PRX;Euronext Amsterdam;EUR;77;77.87;73.28;75.94;13/08/2021 17:38;CET;4409913;334251379.3
PROTECTOR FORSIKRG;NO0010209331;PROT;Oslo Børs;NOK;92;92.5;91.3;91.5;13/08/2021 16:25;CET;14947;1370871.9
PROVENTURE GOLD;CA74375L1058;MLPRO;Euronext Access Paris;EUR;3;3;3;3;28/05/2019 11:30;CET;13250;39750
PROVIDENCE RES.;IE00B66B5T26;PZQA;Euronext Growth Dublin;EUR;0.045;0.045;0.045;0.045;13/08/2021 20:43;IST;4823;217.035
PROXIMAR SEAFOOD;NO0010893902;PROXI;Euronext Growth Oslo;NOK;8.601;9.193;8.601;8.83;13/08/2021 16:25;CET;67740;594500.031
PROXIMUS;BE0003810273;PROX;Euronext Brussels;EUR;17.49;17.55;17.43;17.535;13/08/2021 17:35;CET;318715;5583944.035
PRYME;NL00150005Z1;PRYME;Euronext Growth Oslo;NOK;47.795;47.795;46.005;46.995;13/08/2021 16:29;CET;660;31148.9
PUBLICIS BSA;FR0000312928;PUBBS;Euronext Paris;EUR;30;30.6;30;30.6;13/08/2021 17:27;CET;236;7168.2
PUBLICIS GROUPE SA;FR0000130577;PUB;Euronext Paris;EUR;54.84;55.14;54.72;54.98;13/08/2021 17:35;CET;322792;17742795.22
Q-FREE;NO0003103103;QFR;Oslo Børs;NOK;9.8;9.84;9.62;9.78;13/08/2021 16:25;CET;63088;613163.18
QRF;BE0974272040;QRF;Euronext Brussels;EUR;11.9;11.9;11.7;11.9;13/08/2021 10:48;CET;931;10909.15
QUADIENT;FR0000120560;QDT;Euronext Paris;EUR;24.22;24.48;24.06;24.24;13/08/2021 17:35;CET;36707;890273.56
QUADPACK;ES0105118006;ALQP;Euronext Growth Paris;EUR;25.2;25.2;25;25;13/08/2021 12:12;CET;11;275.2
QUANTAFUEL;NO0010785967;QFUEL;Euronext Growth Oslo;NOK;31.86;32.38;31.14;31.34;13/08/2021 16:26;CET;391080;12358287.16
QUANTUM GENOMICS;FR0011648971;ALQGC;Euronext Growth Paris;EUR;5.31;5.375;5.135;5.335;13/08/2021 17:35;CET;360692;1890151.64
QUESTERRE ENERGY;CA74836K1003;QEC;Oslo Børs;NOK;1.24;1.254;1.2;1.22;13/08/2021 16:25;CET;412342;500724.108
QUESTFOR GR-PRICAF;BE0003730448;QFG;Euronext Brussels;EUR;8.02;8.12;8.02;8.1;13/08/2021 17:35;CET;4619;37356.5
QWAMPLIFY;FR0010889386;ALQWA;Euronext Growth Paris;EUR;8.32;8.38;8.24;8.32;13/08/2021 17:29;CET;454;3765.2
QWAMPLIFY BSAANE;FR0013472677;QWABS;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
R8 PROPERTY;NO0010859689;R8P;Euronext Growth Oslo;NOK;33.27;33.27;32.61;32.8;13/08/2021 14:51;CET;3100;101681.86
RAIZE;PTRIZ0AM0009;MLRZE;Euronext Access Lisbon;EUR;1.34;1.34;1.34;1.34;13/08/2021 20:30;BST;37;49.58
RAK PETROLEUM;GB00BRGBL804;RAKP;Oslo Børs;NOK;8.7;9.46;8.7;9.04;12/08/2021 16:25;CET;12244;110709.22
RALLYE;FR0000060618;RAL;Euronext Paris;EUR;5.84;5.9;5.73;5.78;13/08/2021 17:35;CET;18748;108913.44
RAMADA;PTFRV0AE0004;RAM;Euronext Lisbon;EUR;5.76;5.84;5.76;5.84;13/08/2021 21:35;BST;5365;31174.8
RAMSAY GEN SANTE;FR0000044471;GDS;Euronext Paris;EUR;19;19;18.5;18.85;13/08/2021 17:35;CET;335;6281.15
RANA GRUBER;NO0010907389;RANA;Euronext Growth Oslo;NOK;67.5;68;66.05;67.3;13/08/2021 16:25;CET;213288;14290133.33
RANDSTAD NV;NL0000379121;RAND;Euronext Amsterdam;EUR;62.26;62.5;62.08;62.32;13/08/2021 17:35;CET;186117;11591085.66
RAPID NUTRITION;GB00BLG2TX24;ALRPD;Euronext Growth Paris;EUR;0.0815;0.0815;0.0815;0.0815;13/08/2021 09:00;CET;1;0.0815
RAPIDO PRET;FR0012395457;ML350;Euronext Access Paris;EUR;0.18;0.18;0.18;0.18;05/08/2021 16:30;CET;4878;878.04
REACH SUBSEA;NO0003117202;REACH;Oslo Børs;NOK;2.77;2.88;2.75;2.82;13/08/2021 15:38;CET;42272;119788.53
REALCO;BE0003841583;REAL;Euronext Access Brussels;EUR;20;20;20;20;11/08/2021 16:30;CET;110;2200
REALITES;FR0011858190;ALREA;Euronext Growth Paris;EUR;26.4;26.4;25.6;25.6;13/08/2021 17:10;CET;1197;31146.4
REC SILICON;NO0010112675;RECSI;Oslo Børs;NOK;16.85;17.3;16.53;16.55;13/08/2021 16:29;CET;8805852;149139928.5
RECTICEL;BE0003656676;REC;Euronext Brussels;EUR;14.78;15;14.7;14.94;13/08/2021 17:35;CET;94640;1406220.5
RECYLEX S.A.;FR0000120388;RX;Euronext Paris;EUR;1.842;1.868;1.816;1.848;13/05/2020 17:20;CET;7005;12873.94
REDITUS,SGPS;PTRED0AP0010;RED;Euronext Lisbon;EUR;0.033;0.033;0.033;0.033;13/08/2021 20:30;BST;11197;369.501
REIBEL;BE0003829463;REI;Euronext Access Brussels;EUR;0.33;0.33;0.33;0.33;05/11/2019 16:30;CET;500;165
REINET INVESTMENTS;LU0383812293;REINA;Euronext Amsterdam;EUR;16.5;16.6;16.3;16.3;13/08/2021 14:24;CET;1902;31283.2
RELX;GB00B2B0DG97;REN;Euronext Amsterdam;EUR;25.59;25.76;25.59;25.65;13/08/2021 17:37;CET;597594;15343950.26
REMY COINTREAU;FR0000130395;RCO;Euronext Paris;EUR;177.4;178.2;175.9;176.5;13/08/2021 17:38;CET;51963;9185779
REN;PTREL0AM0008;RENE;Euronext Lisbon;EUR;2.425;2.425;2.405;2.42;13/08/2021 21:35;BST;311336;752824.535
RENAULT;FR0000131906;RNO;Euronext Paris;EUR;33.9;34.05;33.46;33.665;13/08/2021 17:35;CET;712142;24008263.44
RENEWI;GB00BNR4T868;RWI;Euronext Amsterdam;EUR;6.3;6.32;6.24;6.3;13/08/2021 17:35;CET;6573;41222.3
RES GESTAE SOCIMI;ES0105550000;MLJDL;Euronext Access Paris;EUR;7;7;7;7;29/06/2021 00:00;CET;-;-
RESILUX;BE0003707214;RES;Euronext Brussels;EUR;174;177.5;173;173.5;13/08/2021 17:17;CET;676;118024.5
RETAIL ESTATES;BE0003720340;RET;Euronext Brussels, Amsterdam;EUR;69.3;69.9;69.1;69.7;13/08/2021 17:35;CET;17733;1235305.6
REVIVAL EXPANSION;FR0000077232;MLREX;Euronext Access Paris;EUR;9.94;9.94;9.94;9.94;27/12/2016 15:00;CET;3;29.82
REWORLD MEDIA;FR0010820274;ALREW;Euronext Growth Paris;EUR;4.05;4.05;3.98;3.995;13/08/2021 17:35;CET;30593;122327.355
REXEL;FR0010451203;RXL;Euronext Paris;EUR;18.025;18.205;17.925;18.125;13/08/2021 17:35;CET;416567;7548513.44
RIBER;FR0000075954;ALRIB;Euronext Growth Paris;EUR;1.5;1.5;1.48;1.48;13/08/2021 17:22;CET;7253;10764.094
RIVER TECH;MT0001710103;RIVER;Euronext Growth Oslo;NOK;63;63;60;61;13/08/2021 16:27;CET;5492;336061.5
ROBERTET;FR0000039091;RBT;Euronext Paris;EUR;1028;1050;1028;1050;13/08/2021 17:35;CET;281;293552
ROBERTET CDV 87;FR0000045619;CBR;Euronext Paris;EUR;194;194;194;194;16/04/2021 11:30;CET;1;194
ROBERTET CI;FR0000045601;CBE;Euronext Paris;EUR;913;913;913;913;13/08/2021 11:30;CET;4;3652
ROCHE BOBOIS;FR0013344173;RBO;Euronext Paris;EUR;29.5;29.5;29.3;29.3;13/08/2021 17:12;CET;445;13047.6
ROCTOOL;FR0010523167;ALROC;Euronext Growth Paris;EUR;1.91;1.94;1.91;1.94;13/08/2021 17:35;CET;547;1045.67
ROCTOOL BSA 2020;FR0013477585;ROCBS;Euronext Growth Paris;EUR;0.027;0.027;0.027;0.027;13/08/2021 09:06;CET;100;2.7
ROCTOOL BSA 2020-2;FR0013477593;ROCBT;Euronext Growth Paris;EUR;-;-;-;-;-;CET;-;-
RODAMCO;NL0000288652;-;Euronext Expert Market;EUR;7.4;7.4;7.4;7.4;27/01/2015 12:00;CET;2;14.8
ROMREAL;BMG763301022;ROM;Euronext Expand Oslo;NOK;1.63;1.63;1.62;1.62;13/08/2021 16:10;CET;69066;111898.92
ROMSDAL SPAREBANK;NO0010759988;ROMSB;Euronext Growth Oslo;NOK;122;122;122;122;10/08/2021 09:41;CET;50;6100
ROODMICROTEC;NL0000440477;ROOD;Euronext Amsterdam;EUR;0.218;0.22;0.217;0.218;13/08/2021 16:35;CET;64211;13957.986
ROSIER;BE0003575835;ENGB;Euronext Brussels;EUR;75;75;75;75;13/08/2021 17:17;CET;49;3675
ROTHSCHILD & CO;FR0000031684;ROTH;Euronext Paris;EUR;32.6;33.5;32.6;33.5;13/08/2021 17:35;CET;14683;487574.7
ROTON;BE0003660710;-;Euronext Expert Market;EUR;0.52;0.52;0.52;0.52;15/06/2021 11:30;CET;251;130.52
ROUGIER S.A.;FR0000037640;ALRGR;Euronext Growth Paris;EUR;17.4;17.6;17.4;17.6;26/02/2018 13:46;CET;162;2843.6
ROULARTA;BE0003741551;ROU;Euronext Brussels;EUR;14.2;14.2;13.95;14;13/08/2021 16:42;CET;1936;27389.7
ROUSSELET CENTRIF.;FR0000035750;MLROU;Euronext Access Paris;EUR;56;56;56;56;14/06/2021 16:30;CET;16;896
ROYAL DUTCH SHELLA;GB00B03MLX29;RDSA;Euronext Amsterdam;EUR;17.37;17.412;17.23;17.288;13/08/2021 17:39;CET;6733291;116590174.3
ROYAL DUTCH SHELLB;GB00B03MM408;RDSB;Euronext Amsterdam;EUR;17.08;17.12;16.86;16.86;13/08/2021 17:35;CET;205405;3484333.26
RSR SINGULAR;ES0105505004;MLRSR;Euronext Access Lisbon;EUR;12.98;12.98;12.98;12.98;03/09/2020 04:00;BST;-;-
RUBIS;FR0013269123;RUI;Euronext Paris;EUR;33.55;33.82;33.46;33.59;13/08/2021 17:35;CET;144121;4847056.91
RYANAIR HOLD. PLC;IE00BYTBXV33;RY4C;Euronext Dublin;EUR;16.255;16.26;16.1;16.24;13/08/2021 21:04;IST;826402;13384657.22
S.CLUBE BRAGA;PTSCB0AM0001;SCB;Euronext Access Lisbon;EUR;7.15;7.15;7.15;7.15;14/07/2021 15:36;BST;111;793.65
S.E.B.;FR0000121709;SK;Euronext Paris;EUR;138.2;139;137.7;137.7;13/08/2021 17:35;CET;38429;5302228.5
SAFE;FR0013467123;ALSAF;Euronext Growth Paris;EUR;0.3325;0.338;0.3305;0.334;13/08/2021 17:35;CET;69438;23220.618
SAFRAN;FR0000073272;SAF;Euronext Paris;EUR;109.6;110.28;109.06;109.74;13/08/2021 17:35;CET;477253;52310788.24
SAFWOOD;IT0004013725;ALWOO;Euronext Growth Paris;EUR;0.05;0.05;0.05;0.05;03/05/2011 15:30;CET;1300;65
SAGA PURE;NO0010572589;SAGA;Oslo Børs;NOK;2.935;2.95;2.9;2.94;13/08/2021 16:25;CET;707239;2064347.385
SAINT GOBAIN;FR0000125007;SGO;Euronext Paris, Amsterdam, Brussels;EUR;64.54;64.93;64.4;64.6;13/08/2021 17:35;CET;536410;34694054.89
SAINT JEAN GROUPE;FR0000060121;SABE;Euronext Paris;EUR;23.6;23.6;23.6;23.6;13/08/2021 17:04;CET;41;967.6
SALMAR;NO0010310956;SALM;Oslo Børs;NOK;589.4;593.4;586.2;591.2;13/08/2021 16:44;CET;59216;34968683
SALMON EVOLUTION;NO0010892094;SALME;Oslo Børs;NOK;7.83;7.88;7.7;7.77;13/08/2021 16:25;CET;615038;4795907.02
SALMONES CAMANCH;CL0002409135;SACAM;Oslo Børs;NOK;46.9;46.9;46.9;46.9;13/08/2021 15:21;CET;3020;141638
SAMSE;FR0000060071;SAMS;Euronext Paris;EUR;190;190;188.5;188.5;13/08/2021 16:10;CET;32;6059.5
SANDNES SPAREBANK;NO0006001007;SADG;Oslo Børs;NOK;96;96.8;96;96.8;13/08/2021 16:19;CET;4465;431997
SANOFI;FR0000120578;SAN;Euronext Paris;EUR;87.48;88.06;87.17;87.45;13/08/2021 17:36;CET;1014892;88940116.83
SAPMER;FR0010776617;ALMER;Euronext Growth Paris;EUR;9.25;9.25;9.25;9.25;13/08/2021 13:00;CET;698;6456.5
SARTORIUS STED BIO;FR0013154002;DIM;Euronext Paris;EUR;484.9;484.9;476.5;479.4;13/08/2021 17:36;CET;21450;10278817.8
SAS AB;SE0003366871;SASNO;Oslo Børs;NOK;2.05;2.05;2.025;2.025;13/08/2021 16:25;CET;2685082;5455305.926
SATS;NO0010863285;SATS;Oslo Børs;NOK;20.6;21.1;20.6;20.85;13/08/2021 16:25;CET;17590;366486.95
SAVENCIA;FR0000120107;SAVE;Euronext Paris;EUR;72.2;72.2;71.2;71.4;13/08/2021 17:35;CET;851;60919.8
SAVONNERIE NYONS;FR0013155975;MLSDN;Euronext Access Paris;EUR;37.6;37.6;37.6;37.6;13/08/2021 11:51;CET;140;5264
SBANKEN;NO0010739402;SBANK;Oslo Børs;NOK;107.6;108;107.4;108;13/08/2021 16:25;CET;3044;328232
SBM OFFSHORE;NL0000360618;SBMO;Euronext Amsterdam;EUR;13.895;14.05;13.8;13.97;13/08/2021 17:35;CET;693357;9701679.59
SBT;FR0004175222;MLSBT;Euronext Access Paris;EUR;5.4;5.4;5.4;5.4;10/08/2021 11:30;CET;49;264.6
SCANA;NO0003053308;SCANA;Oslo Børs;NOK;1.83;1.948;1.83;1.948;13/08/2021 16:25;CET;147058;277283.212
SCANDINAVIAN HOUSE;CH0220529603;MLSHD;Euronext Access Paris;EUR;17.51;17.51;17.51;17.51;13/05/2016 15:00;CET;500;8755
SCATEC;NO0010715139;SCATC;Oslo Børs;NOK;194;194.05;191;191.85;13/08/2021 16:28;CET;322515;62014834.9
SCBSM;FR0006239109;CBSM;Euronext Paris;EUR;9.25;9.25;9.25;9.25;13/08/2021 09:00;CET;1;9.25
SCEMI;FR0010972091;MLCMI;Euronext Access Paris;EUR;4.48;4.48;4.48;4.48;12/08/2021 11:30;CET;5;22.4
SCHEERD.V KERCHOVE;BE0012378593;SCHD;Euronext Brussels;EUR;480;480;480;480;10/08/2021 16:30;CET;4;1920
SCHIBSTED SER. A;NO0003028904;SCHA;Oslo Børs;NOK;474.8;474.8;468.7;470.3;13/08/2021 16:25;CET;61314;28853521.4
SCHIBSTED SER. B;NO0010736879;SCHB;Oslo Børs;NOK;420;421;416;418;13/08/2021 16:25;CET;57572;24053448.8
SCHLUMBERGER;AN8068571086;SLB;Euronext Paris;EUR;23.8;24.35;23.8;24.1;13/08/2021 17:35;CET;2252;54238.1
SCHNEIDER ELECTRIC;FR0000121972;SU;Euronext Paris;EUR;151.24;153.38;151.24;153;13/08/2021 17:35;CET;671086;102612468
SCHOBRUNN PARIS;FR0010961920;MLSCH;Euronext Access Paris;EUR;25;25;25;25;27/07/2021 11:34;CET;20;500
SCOR SE;FR0010411983;SCR;Euronext Paris;EUR;25;25.32;24.81;25.05;13/08/2021 17:35;CET;359229;9021770.72
SCR-SIBELCO;BE0944264663;-;Euronext Expert Market;EUR;5850;5850;5850;5850;10/08/2021 11:30;CET;7;40950
SD STAND DRILLING;CY0101550917;SDSD;Oslo Børs;NOK;1.28;1.294;1.262;1.29;13/08/2021 16:25;CET;345129;439917.39
SEABIRD EXPLORAT;CY0101162119;SBX;Oslo Børs;NOK;4.59;4.59;4.44;4.58;13/08/2021 16:25;CET;284477;1277027.75
SEADRILL;BMG7998G1069;SDRL;Oslo Børs;NOK;2.65;2.735;2.535;2.54;13/08/2021 16:25;CET;620467;1617485.98
SECHE ENVIRONNEM.;FR0000039109;SCHP;Euronext Paris;EUR;49.65;49.9;49.1;49.35;13/08/2021 17:35;CET;1892;93784.8
SEGRO PLC;GB00B5ZN1N88;SGRO;Euronext Paris;EUR;11.3;11.3;11.3;11.3;07/04/2021 13:45;CET;500;5650
SEIF SPA;IT0005353484;ALSEI;Euronext Growth Paris;EUR;0.695;0.695;0.695;0.695;13/08/2021 09:00;CET;1;0.695
SELCODIS;FR0000065492;SLCO;Euronext Paris;EUR;0.29;0.29;0.29;0.29;25/03/2009 00:00;CET;2074;601
SELECTIRENTE;FR0004175842;SELER;Euronext Paris;EUR;92;92;92;92;13/08/2021 11:30;CET;6;552
SELF STORAGE GROUP;NO0010781206;SSG;Oslo Børs;NOK;29.6;29.7;29.6;29.7;13/08/2021 16:13;CET;1597;47330.5
SELVAAG BOLIG;NO0010612450;SBO;Oslo Børs;NOK;61.1;61.9;60.8;61.9;13/08/2021 16:25;CET;10913;671240.8
SEMAPA;PTSEM0AM0004;SEM;Euronext Lisbon;EUR;11.64;11.64;11.62;11.64;13/08/2021 21:35;BST;4846;56398.18
SEMPLICEMENTE SpA;IT0005072811;MLSMP;Euronext Access Paris;EUR;0.81;0.81;0.81;0.81;05/08/2016 15:00;CET;100;81
SENSORION;FR0012596468;ALSEN;Euronext Growth Paris;EUR;1.78;1.8;1.762;1.772;13/08/2021 17:27;CET;20012;35892.268
SEQUA PETROLEUM NV;NL0010623518;MLSEQ;Euronext Access Paris;EUR;0.009;0.009;0.009;0.009;13/08/2021 11:30;CET;1;0.009
SEQUANA MEDICAL;BE0974340722;SEQUA;Euronext Brussels;EUR;7.36;7.36;7.1;7.1;13/08/2021 17:35;CET;5990;42718.56
SERGEFERRARI GROUP;FR0011950682;SEFER;Euronext Paris;EUR;7.66;7.68;7.57;7.59;13/08/2021 17:35;CET;2392;18253.25
SERMA GROUP;FR0000073728;ALSER;Euronext Growth Paris;EUR;354;354;354;354;13/08/2021 16:30;CET;3;1062
SES;LU0088087324;SESG;Euronext Paris;EUR;6.744;6.792;6.684;6.792;13/08/2021 17:35;CET;514363;3475960.988
SES IMAGOTAG;FR0010282822;SESL;Euronext Paris;EUR;45.5;46.4;45.4;46.4;13/08/2021 17:35;CET;2540;116587.85
SETTLEMENTS;BE0974261902;STTL;Euronext Growth Brussels;USD;13.52;13.52;13.52;13.52;24/03/2017 15:30;CET;15000;202800
SHELF DRILLING;KYG236271055;SHLF;Oslo Børs;NOK;4.205;4.26;3.915;4.2;13/08/2021 16:25;CET;432622;1763540.77
SHOWROOMPRIVE;FR0013006558;SRP;Euronext Paris;EUR;2.99;3.015;2.955;2.995;13/08/2021 17:35;CET;264184;789160.155
SHURGARD;LU1883301340;SHUR;Euronext Brussels;EUR;48.1;49.05;47.6;48.25;13/08/2021 17:35;CET;21320;1030228.05
SIDETRADE;FR0010202606;ALBFR;Euronext Growth Paris;EUR;158;160;157;157.5;13/08/2021 17:35;CET;368;58309
SIEM OFFSHORE;KYG812291253;SIOFF;Oslo Børs;NOK;3.84;3.899;3.8005;3.899;13/08/2021 15:54;CET;25229;96752.5385
SIEMENS;DE0007236101;SIA;Traded not listed Brussels;EUR;142.24;143.44;141.12;141.32;13/08/2021 17:13;CET;408;57831.1
SIF HOLDING;NL0011660485;SIFG;Euronext Amsterdam;EUR;14.44;14.48;14.36;14.44;13/08/2021 17:35;CET;4207;60753.94
SIGNAUX GIROD;FR0000060790;ALGIR;Euronext Growth Paris;EUR;16;16.05;16;16.05;13/08/2021 16:34;CET;32;512.05
SIGNIFY NV;NL0011821392;LIGHT;Euronext Amsterdam;EUR;48.63;49.52;48.62;49.06;13/08/2021 17:38;CET;334514;16435716.79
SII;FR0000074122;SII;Euronext Paris;EUR;39.4;40;39.2;40;13/08/2021 17:35;CET;9177;363910.5
SIKRI HOLDING;NO0010881717;SIKRI;Euronext Growth Oslo;NOK;134.5;134.5;133;133;13/08/2021 13:18;CET;5;668
SILC;FR0010679365;MLSIL;Euronext Access Paris;EUR;0.416;0.416;0.416;0.416;22/03/2021 16:30;CET;150;62.4
SIMAT;CI0000000832;MLMAT;Euronext Access Paris;EUR;2.2;2.2;2.2;2.2;13/11/2019 11:30;CET;10;22
SIMINANS;BE0016250517;-;Euronext Expert Market;EUR;23.4;23.4;23.4;23.4;22/01/2019 11:30;CET;3;70.2
SIMO INTERNATIONAL;FR0004038818;MLSIM;Euronext Access Paris;EUR;0.264;0.264;0.26;0.26;06/04/2021 16:38;CET;13700;3589.6
SINTESI SpA;IT0005072167;MLSNT;Euronext Access Paris;EUR;3.3;3.3;3.3;3.3;06/11/2015 15:00;CET;12;39.6
SIPEF;BE0003898187;SIP;Euronext Brussels;EUR;50.5;52.2;50.5;51.9;13/08/2021 17:35;CET;18825;968354.7
SKANDIA GREENPOWER;NO0010931207;SKAND;Euronext Growth Oslo;NOK;10.548;10.548;10.548;10.548;13/08/2021 16:16;CET;10000;105480
SKITUDE HOLDING;NO0010781560;SKI;Euronext Growth Oslo;NOK;4.2;4.2955;4.1;4.2955;13/08/2021 13:06;CET;2411;9987.2505
SKUE SPAREBANK;NO0006001809;SKUE;Oslo Børs;NOK;183;190;183;190;13/08/2021 12:51;CET;2804;519023
SLIGRO FOOD GROUP;NL0000817179;SLIGR;Euronext Amsterdam;EUR;24.45;24.6;24.3;24.3;13/08/2021 17:35;CET;14119;344244.85
SMALTO;FR0011131788;MLSML;Euronext Access Paris;EUR;0.021;0.021;0.021;0.021;13/08/2021 16:30;CET;780;16.38
SMALTO BSA;FR0010649228;SMLBS;Euronext Access Paris;EUR;0.04;0.04;0.04;0.04;27/12/2016 15:30;CET;115298;4611.92
SMARTCRAFT;NO0011008971;SMCRT;Oslo Børs;NOK;21.355;21.895;21.255;21.795;13/08/2021 16:25;CET;46522;1002928.575
SMARTOPTICS GROUP;NO0011012502;SMOP;Euronext Growth Oslo;NOK;10.3;10.3;10.17;10.248;13/08/2021 11:51;CET;11723;119726.26
SMARTPHOTO GROUP;BE0974323553;SMAR;Euronext Brussels;EUR;32;32.6;31.8;31.8;13/08/2021 17:35;CET;1273;41043
SMCP;FR0013214145;SMCP;Euronext Paris;EUR;5.65;5.7;5.58;5.635;13/08/2021 17:35;CET;93176;526495.61
SMTPC;FR0004016699;SMTPC;Euronext Paris;EUR;21;21.2;21;21;13/08/2021 17:35;CET;2042;43188.2
SMURFIT KAPPA GP;IE00B1RR8406;SK3;Euronext Dublin;EUR;49.26;49.33;48.65;49.08;13/08/2021 21:00;IST;224186;10987442.83
SNCB/NMBS -Jce/Gen;BE0010621481;-;Euronext Expert Market;EUR;0.09;0.09;0.09;0.09;15/06/2021 11:30;CET;265;23.85
SNOWWORLD;NL0010627865;SNOW;Euronext Amsterdam;EUR;13.1;13.1;13.1;13.1;13/08/2021 13:37;CET;100;1310
SOC FRANC CASINOS;FR0010209809;SFCA;Euronext Paris;EUR;1.7;1.7;1.7;1.7;13/08/2021 16:30;CET;20;34
SOCIETE GENERALE;FR0000130809;GLE;Euronext Paris;EUR;27.45;27.695;27.35;27.455;13/08/2021 17:36;CET;1730345;47614222.26
SOCLINPAR;QX0000022625;-;Euronext Expert Market;EUR;21.78;21.78;21.78;21.78;29/11/2016 11:30;CET;14;304.92
SODEXO;FR0000121220;SW;Euronext Paris;EUR;71.98;72.4;71.64;72.26;13/08/2021 17:35;CET;188099;13561164.02
SODITECH;FR0000078321;SEC;Euronext Paris;EUR;0.845;0.845;0.845;0.845;12/08/2021 11:30;CET;350;295.75
SOFINA;BE0003717312;SOF;Euronext Brussels;EUR;386.6;388;383.4;386.8;13/08/2021 17:35;CET;10194;3936273.4
SOFTIMAT;BE0003773877;SOFT;Euronext Growth Brussels;EUR;2.6;2.6;2.6;2.6;13/08/2021 16:30;CET;50;130
SOFTOX SOLUTIONS;NO0010811961;SOFTX;Euronext Growth Oslo;NOK;43;44.2;41.25;42.45;13/08/2021 15:51;CET;5176;220107.15
SOGECLAIR;FR0000065864;SOG;Euronext Paris;EUR;21.8;22;21.8;21.8;13/08/2021 15:17;CET;515;11262.6
SOGN SPAREBANK;NO0006000603;SOGN;Oslo Børs;NOK;120;120;119;119;13/08/2021 14:10;CET;258;30758
SOITEC;FR0013227113;SOI;Euronext Paris;EUR;200.2;200.8;198.2;199.7;13/08/2021 17:35;CET;34388;6863934.9
SOLOCAL GROUP;FR00140006O9;LOCAL;Euronext Paris;EUR;1.55;1.626;1.54;1.5556;13/08/2021 17:39;CET;271636;430744.5132
SOLON EIENDOM;NO0003106700;SOLON;Oslo Børs;NOK;35.7;36.4;35.7;36.2;13/08/2021 16:25;CET;8444;304056.9
SOLSTAD OFFSHORE;NO0003080608;SOFF;Oslo Børs;NOK;6.32;6.32;6.11;6.15;13/08/2021 16:25;CET;132053;816133.45
SOLUTIONS 30 SE;FR0013379484;S30;Euronext Paris;EUR;7.49;7.545;7.2;7.255;13/08/2021 17:39;CET;1214872;8885685.09
SOLVAC NOM(RETAIL);BE0003545531;SOLV;Euronext Brussels;EUR;124.5;125;121.5;123.5;13/08/2021 17:35;CET;583;71871
SOLVAY;BE0003470755;SOLB;Euronext Brussels, Paris;EUR;117.75;118.6;117.5;118;13/08/2021 17:35;CET;101115;11936793.2
SOLVAY (CP 41);BE0099887748;-;Euronext Expert Market;EUR;48;48;48;48;30/05/2017 11:30;CET;2;96
SOMFY SA;FR0013199916;SO;Euronext Paris;EUR;166;168.4;166;168.2;13/08/2021 17:35;CET;4975;834379.6
SONAE;PTSON0AM0001;SON;Euronext Lisbon;EUR;0.871;0.8845;0.868;0.8835;13/08/2021 21:35;BST;4189489;3673613.102
SONAECOM,SGPS;PTSNC0AM0006;SNC;Euronext Lisbon;EUR;1.695;1.695;1.66;1.66;13/08/2021 16:33;BST;125;211.175
SONAGI;PTSNG0AM0007;SNG;Euronext Access Lisbon;EUR;3.52;3.52;3.52;3.52;27/07/2021 20:30;BST;100;352
SONANS HOLDING;NO0010927288;SOHO;Euronext Growth Oslo;NOK;69;70;69;69;13/08/2021 15:08;CET;33469;2334441.14
SOPRA STERIA GROUP;FR0000050809;SOP;Euronext Paris;EUR;171;172;170.2;170.6;13/08/2021 17:35;CET;10522;1797575.1
SPADEL;BE0003798155;SPA;Euronext Brussels;EUR;187;187;187;187;09/08/2021 16:30;CET;1;187
SPARBNK 68 GR NORD;NO0010887110;SB68;Euronext Growth Oslo;NOK;164.5;164.5;163;163;13/08/2021 14:20;CET;7074;1153098
SPAREBANK 1 SMN;NO0006390301;MING;Oslo Børs;NOK;125.6;129.2;125.6;128.6;13/08/2021 16:25;CET;212408;27058283.6
SPAREBANK 1 SR-BK;NO0010631567;SRBNK;Oslo Børs;NOK;122.3;123.2;120.7;122;13/08/2021 16:25;CET;221254;27037270.5
SPAREBANK 1 SØRØ;NO0006000207;SOON;Oslo Børs;NOK;49.2;50.4;49.2;50;13/08/2021 16:25;CET;70929;3539565
SPAREBANKEN MØRE;NO0006390004;MORG;Oslo Børs;NOK;381;381;379;379;13/08/2021 16:11;CET;1071;406941
SPAREBANKEN SØR;NO0006001502;SOR;Oslo Børs;NOK;135;137;135;135;13/08/2021 16:25;CET;7398;1004656
SPAREBANKEN VEST;NO0006000900;SVEG;Oslo Børs;NOK;90.2;91;89.6;90.9;13/08/2021 16:25;CET;34825;3154295.7
SPAREBANKEN ØST;NO0006222009;SPOG;Oslo Børs;NOK;52.4;52.4;51.2;51.8;13/08/2021 16:25;CET;23246;1198738.2
SPARTOO;FR00140043Y1;ALSPT;Euronext Growth Paris;EUR;5.92;5.95;5.8;5.95;13/08/2021 17:09;CET;5354;31530.34
SPBK 1 NORDMØRE;NO0010691660;SNOR;Oslo Børs;NOK;129;129;127;127;13/08/2021 15:37;CET;1703;216436
